Ticket_ID,Order_Timestamp,Location,Item_Sold,Quantity,Unit_Cost,Unit_Price,Total_Revenue,Total_Cost,Gross_Profit,Actual_Prep_Time_Min,Target_Prep_Time_Min,Time_Variance,Is_Late
TKT-014385,2026-02-21 20:39:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,25,12,13,Yes
TKT-014386,2026-03-20 19:49:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-014387,2026-05-09 21:43:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014388,2026-03-07 19:23:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,27,15,12,Yes
TKT-014389,2026-03-05 13:44:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,11,12,-1,No
TKT-014390,2026-01-08 20:44:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-014391,2026-01-25 19:00:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-014392,2026-04-04 19:53:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,13,5,8,Yes
TKT-014393,2026-06-28 12:26:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,13,12,1,No
TKT-014394,2026-01-15 22:37:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-014395,2026-06-27 20:12:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-014396,2026-05-02 20:25:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,26,20,6,Yes
TKT-014397,2026-03-16 12:58:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,15,15,0,No
TKT-014398,2026-04-14 19:26:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,22,12,10,Yes
TKT-014399,2026-02-07 21:07:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-014400,2026-06-17 16:33:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,7,5,2,No
TKT-014401,2026-04-25 21:09:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-014402,2026-02-08 20:40:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-014403,2026-04-18 19:35:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-014404,2026-01-17 19:29:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-014405,2026-05-15 17:24:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-014406,2026-04-28 13:01:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,6,5,1,No
TKT-014407,2026-02-08 19:50:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,19,5,14,Yes
TKT-014408,2026-02-04 17:03:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,8,5,3,No
TKT-014409,2026-02-20 16:05:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-014410,2026-02-16 21:12:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,14,5,9,Yes
TKT-014411,2026-02-05 12:51:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,17,15,2,No
TKT-014412,2026-03-05 22:05:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,18,15,3,No
TKT-014413,2026-04-05 22:38:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,15,5,10,Yes
TKT-014414,2026-04-15 19:20:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-014415,2026-01-13 22:26:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-014416,2026-05-26 21:21:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,21,15,6,Yes
TKT-014417,2026-05-29 19:22:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-014418,2026-04-22 21:33:00,"FC Road, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,20,15,5,No
TKT-014419,2026-03-06 20:03:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-014420,2026-01-08 18:10:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,23,20,3,No
TKT-014421,2026-02-17 21:53:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-014422,2026-03-26 18:36:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,21,20,1,No
TKT-014423,2026-02-12 22:54:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-014424,2026-03-26 22:13:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,27,15,12,Yes
TKT-014425,2026-06-04 22:00:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,7,5,2,No
TKT-014426,2026-01-19 21:42:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,11,5,6,Yes
TKT-014427,2026-01-23 11:51:00,"FC Road, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,5,5,0,No
TKT-014428,2026-04-25 16:28:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,5,5,0,No
TKT-014429,2026-02-19 19:29:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,23,15,8,Yes
TKT-014430,2026-06-28 20:54:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-014431,2026-02-12 20:05:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,24,15,9,Yes
TKT-014432,2026-04-09 22:54:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-014433,2026-04-14 22:01:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,22,15,7,Yes
TKT-014434,2026-04-26 21:23:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,9,5,4,No
TKT-014435,2026-02-20 21:14:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-014436,2026-04-16 21:16:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-014437,2026-04-22 19:39:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-014438,2026-06-18 19:32:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,19,5,14,Yes
TKT-014439,2026-03-13 22:26:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-014440,2026-05-19 18:42:00,"Ravet, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,10,12,-2,No
TKT-014441,2026-03-21 21:58:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-014442,2026-06-29 21:30:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,16,5,11,Yes
TKT-014443,2026-05-31 18:57:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-014444,2026-02-18 11:00:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,8,5,3,No
TKT-014445,2026-06-15 12:56:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,20,20,0,No
TKT-014446,2026-02-16 22:44:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-014447,2026-03-13 21:08:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,23,12,11,Yes
TKT-014448,2026-01-07 22:50:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,18,15,3,No
TKT-014449,2026-03-07 13:05:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014450,2026-03-18 19:05:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-014451,2026-03-03 20:26:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,19,12,7,Yes
TKT-014452,2026-06-06 20:44:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,18,12,6,Yes
TKT-014453,2026-02-07 20:27:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-014454,2026-05-05 19:52:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,13,5,8,Yes
TKT-014455,2026-03-25 15:30:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-014456,2026-06-10 20:02:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,21,12,9,Yes
TKT-014457,2026-01-29 22:45:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-014458,2026-04-24 13:20:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-014459,2026-03-20 22:23:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-014460,2026-01-23 20:00:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,19,5,14,Yes
TKT-014461,2026-04-16 15:42:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,15,12,3,No
TKT-014462,2026-05-11 19:23:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,19,12,7,Yes
TKT-014463,2026-04-11 21:23:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,20,15,5,No
TKT-014464,2026-06-22 22:38:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,23,12,11,Yes
TKT-014465,2026-01-08 16:35:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-014466,2026-03-27 19:16:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-014467,2026-04-27 22:23:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,22,20,2,No
TKT-014468,2026-01-29 20:09:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,25,20,5,No
TKT-014469,2026-01-02 20:52:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-014470,2026-04-23 20:35:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,32,20,12,Yes
TKT-014471,2026-06-27 20:44:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-014472,2026-03-06 19:35:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-014473,2026-04-18 19:24:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,9,5,4,No
TKT-014474,2026-01-20 21:45:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,34,20,14,Yes
TKT-014475,2026-06-29 13:57:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,5,5,0,No
TKT-014476,2026-02-06 22:03:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-014477,2026-03-13 14:42:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,9,5,4,No
TKT-014478,2026-01-27 11:40:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-014479,2026-06-24 13:45:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,5,5,0,No
TKT-014480,2026-05-03 19:15:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,11,5,6,Yes
TKT-014481,2026-05-14 14:49:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,10,12,-2,No
TKT-014482,2026-02-14 21:14:00,"Koregaon Park, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,18,12,6,Yes
TKT-014483,2026-06-21 15:22:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-014484,2026-03-24 20:59:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,31,20,11,Yes
TKT-014485,2026-05-26 19:32:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,12,5,7,Yes
TKT-014486,2026-04-30 19:22:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-014487,2026-03-06 15:17:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014488,2026-01-25 11:06:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,5,5,0,No
TKT-014489,2026-01-27 21:08:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,24,12,12,Yes
TKT-014490,2026-05-15 15:52:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,9,5,4,No
TKT-014491,2026-06-21 20:44:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,33,20,13,Yes
TKT-014492,2026-04-16 20:05:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-014493,2026-06-06 19:34:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,30,20,10,Yes
TKT-014494,2026-02-13 21:42:00,"Ravet, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,23,15,8,Yes
TKT-014495,2026-04-17 22:42:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,14,5,9,Yes
TKT-014496,2026-02-05 22:39:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,30,20,10,Yes
TKT-014497,2026-05-27 20:40:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-014498,2026-01-06 22:01:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,20,15,5,No
TKT-014499,2026-06-02 13:28:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-014500,2026-06-08 20:21:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,8,5,3,No
TKT-014501,2026-01-09 15:09:00,"Ravet, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,21,20,1,No
TKT-014502,2026-06-14 21:45:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,18,12,6,Yes
TKT-014503,2026-06-04 21:17:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-014504,2026-01-13 19:34:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-014505,2026-02-10 19:54:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,20,12,8,Yes
TKT-014506,2026-05-08 21:15:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014507,2026-03-07 22:52:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,14,5,9,Yes
TKT-014508,2026-03-26 21:08:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-014509,2026-01-24 22:56:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,13,5,8,Yes
TKT-014510,2026-02-13 19:33:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-014511,2026-04-16 22:17:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-014512,2026-04-08 22:26:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014513,2026-03-01 18:53:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,13,12,1,No
TKT-014514,2026-01-09 20:44:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-014515,2026-05-10 21:22:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-014516,2026-02-25 22:03:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-014517,2026-06-07 20:39:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-014518,2026-01-22 20:38:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,12,5,7,Yes
TKT-014519,2026-03-22 20:42:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,30,20,10,Yes
TKT-014520,2026-04-10 19:17:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-014521,2026-01-13 18:01:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-014522,2026-03-12 17:25:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-014523,2026-01-16 13:05:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,3,5,-2,No
TKT-014524,2026-02-14 18:39:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,10,12,-2,No
TKT-014525,2026-03-06 14:29:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,14,12,2,No
TKT-014526,2026-05-19 21:46:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,12,5,7,Yes
TKT-014527,2026-03-11 12:20:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,6,5,1,No
TKT-014528,2026-05-28 15:34:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-014529,2026-04-09 22:18:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,9,5,4,No
TKT-014530,2026-04-11 20:15:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,32,20,12,Yes
TKT-014531,2026-04-15 11:20:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-014532,2026-05-20 19:22:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-014533,2026-04-04 20:57:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-014534,2026-02-11 14:39:00,"Koregaon Park, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,16,12,4,No
TKT-014535,2026-03-24 19:53:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,14,5,9,Yes
TKT-014536,2026-05-13 19:16:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-014537,2026-04-15 18:29:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,10,12,-2,No
TKT-014538,2026-06-04 12:21:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-014539,2026-01-28 19:46:00,"Ravet, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,21,15,6,Yes
TKT-014540,2026-01-26 22:52:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,19,15,4,No
TKT-014541,2026-04-26 21:05:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-014542,2026-02-18 20:41:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-014543,2026-05-29 21:50:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,10,5,5,No
TKT-014544,2026-01-01 22:09:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,20,12,8,Yes
TKT-014545,2026-04-02 22:48:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,31,20,11,Yes
TKT-014546,2026-02-27 16:22:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-014547,2026-03-20 20:24:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-014548,2026-03-22 21:12:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,12,5,7,Yes
TKT-014549,2026-01-26 19:21:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-014550,2026-06-02 20:02:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-014551,2026-03-18 21:54:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,26,15,11,Yes
TKT-014552,2026-06-10 18:26:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,19,15,4,No
TKT-014553,2026-03-13 12:10:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,3,5,-2,No
TKT-014554,2026-03-10 22:06:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-014555,2026-01-06 22:04:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-014556,2026-01-23 21:31:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,23,15,8,Yes
TKT-014557,2026-06-07 20:33:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,24,12,12,Yes
TKT-014558,2026-02-23 12:34:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-014559,2026-03-28 22:23:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,18,5,13,Yes
TKT-014560,2026-01-11 20:50:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,31,20,11,Yes
TKT-014561,2026-06-08 20:20:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-014562,2026-05-14 22:43:00,"FC Road, Pune",Berry Iced Tea,3,40,180,540,120,420,19,5,14,Yes
TKT-014563,2026-01-11 19:06:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,25,20,5,No
TKT-014564,2026-03-18 20:09:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-014565,2026-01-12 18:43:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-014566,2026-02-22 19:25:00,"Ravet, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,17,5,12,Yes
TKT-014567,2026-04-09 22:18:00,"FC Road, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,34,20,14,Yes
TKT-014568,2026-02-05 21:49:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,21,12,9,Yes
TKT-014569,2026-05-25 16:33:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,13,15,-2,No
TKT-014570,2026-01-28 21:00:00,"Viman Nagar, Pune",Spicy Miso Ramen,2,180,450,900,360,540,24,12,12,Yes
TKT-014571,2026-05-30 21:15:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-014572,2026-04-12 21:00:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-014573,2026-01-07 19:24:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-014574,2026-01-15 20:10:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,23,12,11,Yes
TKT-014575,2026-05-19 12:43:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,3,5,-2,No
TKT-014576,2026-01-24 19:03:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-014577,2026-01-30 19:44:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,19,5,14,Yes
TKT-014578,2026-03-07 20:51:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-014579,2026-03-02 22:14:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-014580,2026-03-19 21:59:00,"FC Road, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,9,5,4,No
TKT-014581,2026-02-10 16:46:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,5,5,0,No
TKT-014582,2026-03-23 12:05:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,8,5,3,No
TKT-014583,2026-02-20 20:10:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,7,5,2,No
TKT-014584,2026-06-21 16:40:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,11,12,-1,No
TKT-014585,2026-04-05 21:59:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-014586,2026-01-13 16:03:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-014587,2026-03-31 12:57:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,13,15,-2,No
TKT-014588,2026-05-20 19:16:00,"Viman Nagar, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,15,12,3,No
TKT-014589,2026-03-23 22:45:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,7,5,2,No
TKT-014590,2026-01-09 19:32:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-014591,2026-02-17 17:57:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-014592,2026-02-18 21:34:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-014593,2026-02-22 22:21:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,21,12,9,Yes
TKT-014594,2026-02-09 20:32:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-014595,2026-04-17 20:30:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-014596,2026-01-24 21:32:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,11,5,6,Yes
